"AED Serial Number",Model/Type,"School Location","School Name","School Code","Building Code",Region,"Is Cooling Center?",City,Zip,Floor,"Summer School?",Complete?,"Date Completed",Invoiced?,Recalled?,RMA?,"AED Location","Pads A","Pads B","Pediatric Pads","G 2005","Spare Battery Install Before Date",Battery,"Medical Director","Municipal Filing","Num Drills","Num Service Calls","Service History","Last Service Date","Trainer Name","# Trained","Contact Name","Contact Phone","Contact Email"
B16J-00581,FRX,"8101 15 Avenue","P.S. 204 Vince Lombardi",20-K-204,K204,7,N,Brooklyn,11228,,No,Yes,"2016-12-07 13:12:37",No,No,No,"Main Entrance",2026-02-01,2026-02-01,key,N,2028-05-01,2023-03-01,,,40,25,,2025-12-22,,12,"Camilla Torani",7182362906,ctorani@schools.nyc.gov
B16J-00582,FRX,"8010 12 Avenue","I.S. 201 The Madeleine Brennan School",20-K-201,K201,7,N,Brooklyn,11228,,No,Yes,"2016-12-07 13:08:24",No,No,No,"main entrance",2028-04-01,2026-01-01,key,N,2027-10-01,2022-06-01,,,40,22,,2025-12-22,,12,"Heather Tardugno","718 833-9363",htardug@schools.nyc.gov
B16J-00601,FRX,"2021 Bergen Street","Brooklyn Collegiate: A College Board School",23-K-493,K055,K178,N,Brooklyn,11233,,No,Yes,"2016-11-16 13:40:05",No,No,No,"OUTSIDE ROOM 347",2026-07-01,2026-07-01,key,N,2028-05-01,,,,26,18,,2025-10-27,"Rodney Riddick",6,"Nalo Lewis",718-922-1145,nlewis7@schools.nyc.gov
B16J-00602,FRX,"600 Kingston Avenue","High School for Public Service: Heroes of Tomorrow",17-K-546,K470,,N,Brooklyn,11203,,No,Yes,"2016-11-11 15:52:31",No,No,No,"Outside HG_05 (outside gym)",2026-07-01,2026-07-01,key,N,2022-07-01,2024-06-01,,,6,6,"AED Marked Unavailable 
",2025-12-17,,0,"kavon baker","(718) 467-7400",kbaker6@schools.nyc.gov
B16J-00603,FRX,"2929 West 30 Street","P.S. 329 Surfside",21-K-329,K329,7,N,Brooklyn,11224,,No,Yes,"2017-03-10 11:40:47",No,No,No,"main entrance",2026-01-01,2026-01-01,key,N,2025-03-01,2022-04-01,,,39,17,,2025-10-21,"David Cirillo",12,"Lisa LaFontant",718-996-3800,llafontant@schools.nyc.gov
B16J-00604,FRX,"45 Wadsworth Avenue","Pathways to Graduation @ NMIC YouthBuild",79-Q-950,,P2GM,N,Manhattan,10033,,No,Yes,"2016-11-04 14:15:00",No,No,No,"Outside 5th Floor Elevator",2028-03-01,2025-11-01,key,N,2025-03-01,2022-04-01,,,27,27,"locked in a locker that only Mr Colacurto has the key to. He is ordinarily the only DOE employee here but is absent today.  - 04/16/18 (Peter Shikar)
AED Marked Unavailable 
",2025-11-07,"Taylor Litz",0,"Perla Castro",212-822-8300,pcastro@schools.nyc.gov
B16J-00605,FRX,"355 37th Street","P371K - Lillian Rashkis School (K371)",75-K-371,K371,75K371,N,Brooklyn,11232,,No,Yes,"2016-11-29 11:40:35",No,No,No,"main office (in office)",2028-03-01,2026-01-01,key,N,2028-06-01,2020-02-01,,,37,22,,2026-03-04,"Blake Karnes",3,"Heather Miller",718-788-7608,hmiller12@schools.nyc.gov
B16J-00607,FRX,"600 Kingston Avenue","High School for Public Service: Heroes of Tomorrow",17-K-546,K470,,N,Brooklyn,11203,,No,Yes,"2016-11-11 15:52:26",No,No,No,"OUTSIDE A145 (MAIN ENT)",2026-07-01,2026-07-01,key,N,2028-05-01,2023-02-01,,,6,6,,2025-12-17,,0,"kavon baker","(718) 467-7400",kbaker6@schools.nyc.gov
B16J-00608,FRX,"1060 Clarkson Avenue","P.S. 219 Kennedy-King",18-K-219,K219,6,N,Brooklyn,11212,,No,Yes,"2016-12-01 15:46:09",No,No,No,"Main Entrance",2026-01-01,2026-01-01,key,N,2028-05-01,2023-01-01,,,32,15,,2025-10-06,"Rodney Riddick",1,"D Newton",9293979566,dhilarenewton@schools.nyc.gov
B16J-00609,FRX,"100 West Mosholu Parkway South","DeWitt Clinton High School",10-X-440,,1,N,Bronx,10468,,No,Yes,"2016-12-05 10:46:42",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2028-05-01,2022-12-01,,,33,42,,2025-10-31,"Damian Carrera",6,"Steve Deep",718-543-1000,sdeep@schools.NYC.gov
B16J-00610,FRX,"696 Jamaica Avenue","P.S. 065 Brooklyn",19-K-065,K798,5,N,Brooklyn,11208,,No,Yes,"2017-03-21 11:57:38",No,No,No,"MAIN ENTRANCE",2026-07-01,2026-07-01,key,N,2022-07-01,,,,38,20,,2025-11-26,"Rodney Riddick",9,"Ilana Mandel",718-235-2223,imandel3@schools.nyc.gov
B16J-00611,FRX,"104-12 Springfield Boulevard","P.S. 034 John Harvard",29-Q-034,,3,N,"Queens Village",11429,,No,Yes,"2016-11-07 16:00:03",No,No,No,"mini building",2026-02-01,2026-02-01,key,N,2026-02-01,2022-06-01,,,44,26,,2025-12-10,"Pier Campbell",8,"Valerie Thomaselli",718-465-6818,vthomaselli@schools.nyc.gov
B16J-00612,FRX,"100 West Mosholu Parkway South","DeWitt Clinton High School",10-X-440,,1,N,Bronx,10468,,No,Yes,"2017-06-21 13:07:08",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2028-05-01,2022-12-01,,,33,42,"Out with Coach: 2019-03-22 14:34:41
AED Marked Unavailable 
",2025-10-31,"Damian Carrera",6,"Steve Deep",718-543-1000,sdeep@schools.NYC.gov
B16J-00614,FRX,"99 Avenue P","I.S. 096 Seth Low",21-K-096,K096,,N,Brooklyn,11204,,No,Yes,"2016-12-05 11:25:40",No,No,No,"3rd floor outside RM 311",2026-07-01,2026-07-01,key,N,2028-05-01,2020-03-01,,,38,22,,2025-12-15,,12,"Erin Lynch",718-236-1344,ELynch3@schools.nyc.gov
B16J-00615,FRX,"3000 Avenue X","Origins High School",22-K-611,,FJMEC,N,Brooklyn,11235,,No,Yes,"2016-12-20 11:41:16",No,No,No,PSAL,2026-05-01,2026-07-01,key,N,2028-05-01,2023-01-01,,,17,19,"Out with Coach: 2017-03-21 13:06:46
Out with Coach: 2018-03-06 12:17:14
Out with Coach: 2018-11-30 13:21:31
AED Marked Unavailable 

Out with Coach: 2020-12-16 12:40:20
AED Marked Unavailable 

Out with Coach: 2024-06-11 12:06:11",2025-12-10,,6,"David DeCamp",,ddecamp@schools.nyc.gov
B16J-00616,FRX,"100 West Mosholu Parkway South","DeWitt Clinton High School",10-X-440,,1,N,Bronx,10468,,No,Yes,"2017-06-21 13:07:12",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2028-08-01,2023-05-01,,,33,42,,2025-10-31,"Damian Carrera",6,"Steve Deep",718-543-1000,sdeep@schools.NYC.gov
B16J-00617,FRX,"100 West Mosholu Parkway South","DeWitt Clinton High School",10-X-440,,1,N,Bronx,10468,,No,Yes,"2016-12-05 10:46:43",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2028-05-01,2022-12-01,,,33,42,,2025-10-31,"Damian Carrera",6,"Steve Deep",718-543-1000,sdeep@schools.NYC.gov
B16J-00618,FRX,"86-02 127 Street","P.S. 054 Hillside",28-Q-054,Q054,3,N,"Richmond Hill",11418,,No,Yes,"2016-12-19 16:23:14",No,No,No,"Second Floor Main Entrance",2026-07-01,2026-07-01,key,N,2024-12-01,2020-09-01,"Dore Lebeau, MD",,40,24,,2025-10-22,"Peter Shikar",8,"Nick Patrello",718-849-0962,npatrello@schools.nyc.gov
B16J-00619,FRX,"600 Kingston Avenue","High School for Public Service: Heroes of Tomorrow",17-K-546,,,N,Brooklyn,11203,,No,Yes,"2017-03-21 12:26:19",No,No,No,Psal,2026-07-01,2026-07-01,,N,2024-12-01,2022-07-01,,,6,6,"request new psal case - 12/19/17 (Sergio Claudio)
AED Marked Unavailable 
needs new psal case - 12/13/18 (Sergio Claudio)
needs psal case - 5.31.19 (Sergio)
AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2024-01-16 13:06:34
Out with Coach: 2025-01-14 12:12:14
Out with Coach: 2025-01-14 12:12:14
Out with Coach: 2025-12-17 13:53:52",2025-05-13,,0,"kavon baker","(718) 467-7400",kbaker6@schools.nyc.gov
B16J-00620,FRX,"3000 Avenue X","Origins High School",22-K-611,,FJMEC,N,Brooklyn,11235,,No,Yes,"2016-12-20 11:43:01",No,No,No,PSAL,2026-01-01,2026-01-01,,N,2028-05-01,2023-01-01,,,17,19,"Out with Coach: 2017-03-21 13:06:46
Out with Coach: 2018-03-06 12:17:14
Out with Coach: 2025-12-10 11:55:17",2025-05-21,,6,"David DeCamp",,ddecamp@schools.nyc.gov
B16J-00621,FRX,"8101 15 Avenue","P.S. 204 Vince Lombardi",20-K-204,K204,7,N,Brooklyn,11228,,No,Yes,"2016-12-07 13:12:38",No,No,No,"3rd floor across from RM 315",2026-02-01,2026-02-01,key,N,2028-05-01,2023-03-01,,,40,25,,2025-12-22,,12,"Camilla Torani",7182362906,ctorani@schools.nyc.gov
B16J-00622,FRX,"455 Huguenot Avenue","I.S. 075 Frank D. Paulo",31-R-075,R075,7,N,"Staten Island",10312,,No,Yes,"2019-01-11 16:12:47",No,No,No,"Main Entrance",2026-07-01,2026-07-01,key,N,2028-05-01,2022-12-01,,,32,22,,2025-11-26,"James Coponi",16,"Mark Herrmann",718-701-6343,mherrma@schools.nyc.gov
B16J-00637,FRX,"330 18 Street","P.S. 295 Brooklyn",15-K-295,K845,8,N,Brooklyn,11215,,No,Yes,"2016-11-16 11:59:11",No,No,No,"Main Entrance",2026-07-01,2026-01-01,key,N,2028-05-01,,,,36,20,,2025-09-25,"Blake Karnes",7,"Valerie Vanderpuije",718-965-0603,vvanderpuije@schools.nyc.gov
B16J-00693,FRX,"360 36th Street","Pathways to Graduation @ Sunset GED Center",79-Q-950,K231,,N,Brooklyn,11232,,No,Yes,"2016-11-29 11:47:55",No,No,No,"Building 2, Main Entrance",2028-03-01,2026-01-01,key,N,2024-02-01,2020-02-01,,,9,9,"aed keys and new wall cabinet to be addressed to merrin Rosenberg  - 11/28/18 (Dan Ermert)",2026-03-04,"Blake Karnes",0,"Collette Marshall","(718) 221-4481",CMarshall3@schools.nyc.gov
B16J-00694,FRX,"330 18 Street","P.S. 295 Brooklyn",15-K-295,K845,8,N,Brooklyn,11215,,No,Yes,"2017-05-17 11:06:29",No,No,No,"Outside Room 217",2026-07-01,2026-01-01,key,N,2028-05-01,2022-11-01,,,36,20,"still in room 210 despite numerous reports.  principal emailed custodial engineer before I left - 09/24/18 (Dan Ermert)
AED has been moved to hallway outside of 217. - 12/18/18 (Dan Ermert)",2025-09-25,"Blake Karnes",7,"Valerie Vanderpuije",718-965-0603,vvanderpuije@schools.nyc.gov
B16J-00696,FRX,"4105 Farragut Road","P.S. 198 Brooklyn",22-K-198,K198,6,N,Brooklyn,11203,,No,Yes,"2016-12-12 11:29:14",No,No,No,"outside room 337",2026-07-01,2026-07-01,key,N,2027-05-01,2022-02-01,,,38,19,"A pads damaged..  installed new 11/21/19",2025-10-14,,10,"Alyssa Colarossi",718-282-4920,acolarossi@schools.nyc.gov
B16J-00697,FRX,"100 West Mosholu Parkway South","DeWitt Clinton High School",10-X-440,,1,N,Bronx,10468,,No,Yes,"2016-12-05 10:46:44",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2028-08-01,2023-05-01,,,33,42,,2025-10-31,"Damian Carrera",6,"Steve Deep",718-543-1000,sdeep@schools.NYC.gov
B16J-00699,FRX,"14-30 Broadway","Long Island City High School",30-Q-450,,4,N,Queens,11106,,No,Yes,"2016-11-03 11:43:19",No,No,No,psal,2026-07-01,2026-07-01,key,N,2028-05-01,2023-01-01,,,41,40,"Out with Coach: 2021-01-22 12:39:59
Out with Coach: 2021-06-02 13:51:28
AED Marked Unavailable 

Out with Coach: 2022-01-28 12:20:00
Out with Coach: 2022-06-02 14:36:46
Out with Coach: 2022-06-02 14:36:46
Out with Coach: 2022-12-22 10:41:27
Out with Coach: 2025-05-23 09:29:32",2025-11-19,"Peter Shikar",13,"Jeff Engel",718-545-7095,jengel3@schools.nyc.gov
B16J-00700,FRX,"14-30 Broadway","Long Island City High School",30-Q-450,Q452,4,N,Queens,11106,,No,Yes,"2016-11-03 11:43:27",No,No,No,"6th fl across from 642",2026-07-01,2026-07-01,key,N,2028-08-01,2023-11-01,,,41,40,,2025-11-19,"Peter Shikar",13,"Jeff Engel",718-545-7095,jengel3@schools.nyc.gov
B16J-00701,FRX,"14-30 Broadway","Long Island City High School",30-Q-450,,4,N,Queens,11106,,No,Yes,"2016-11-03 11:43:43",No,No,No,psal,2026-07-01,2026-07-01,key,N,2029-08-01,,,,41,40,"Out with Coach: 2021-01-22 12:39:59
Out with Coach: 2022-01-28 12:20:00
Out with Coach: 2022-06-02 14:36:46
Out with Coach: 2022-06-02 14:36:46
Out with Coach: 2022-12-22 10:41:27
Out with Coach: 2025-05-23 09:29:32",2025-11-19,"Peter Shikar",13,"Jeff Engel",718-545-7095,jengel3@schools.nyc.gov
B16J-00702,,"485 Clawson Street","Staten Island Technical High School",31-R-605,R440,7,N,"Staten Island",10306,,No,Yes,"2016-12-28 15:52:56",No,No,No,"outside gym 1st floor",2028-05-01,2028-05-01,key,N,2028-08-01,2028-05-01,,,41,31,"new - 12/23/2016",2026-01-22,"David Cirillo",13,"John Davis",718-667-3222,jdavis41@schools.nyc.gov
B16J-00703,FRX,"33 Ferndale Avenue","I.S. 072 Rocco Laurie",31-R-072,R072,7,N,"Staten Island",10314,,No,Yes,"2016-12-01 16:20:12",No,No,No,"3rd floor Outside 301",2026-07-01,2026-01-01,key,N,2023-12-01,,,,43,26,,2025-12-01,"James Coponi",2,"Dennis Whitford",718-698-5757,dwhitfo@schools.nyc.gov
B16J-00704,FRX,"88 Visitation Place","Pathways to Graduation @ Red Hook Community Justice Center",79-Q-950,,,N,Brooklyn,11231,,No,Yes,"2016-12-07 11:05:01",No,No,No,"Room 202 ",2026-07-01,2026-07-01,key,N,2028-05-01,,,,23,19,"AED Marked Unavailable 
",2025-11-25,,0,,,
B16J-00712,FRX,"3000 Avenue X","Origins High School",22-K-611,,FJMEC,N,Brooklyn,11235,,No,Yes,"2016-12-20 11:43:29",No,No,No,PSAL,2028-04-01,2026-01-01,key,N,2028-05-01,2023-01-01,,,17,19,"Out with Coach: 2017-03-21 13:06:46
Out with Coach: 2018-03-06 12:17:14
Out with Coach: 2018-11-30 13:21:31
AED Marked Unavailable 
needs new hard case.  carry handle missing. 3.2021",2025-12-10,,6,"David DeCamp",,ddecamp@schools.nyc.gov
B16J-00721,FRX,"2781 Pitkin Avenue","P.S. 159 Isaac Pitkin",19-K-159,K159,5,N,Brooklyn,11208,,No,Yes,"2016-11-07 15:27:56",No,No,No,"MAIN ENTRANCE",2026-05-01,2026-07-01,,N,2028-05-01,2023-11-01,,,39,18,,2025-11-25,"Rodney Riddick",11,"Carla Jennings",718-277-4828,cjennings3@schools.nyc.gov
B16J-00722,FRX,"2929 West 30 Street","P.S. 329 Surfside",21-K-329,K329,7,N,Brooklyn,11224,"4th floor",No,Yes,"2017-03-10 11:40:48",No,No,No,"outside room 211",2026-01-01,2026-01-01,key,N,2028-08-01,2023-05-01,,,39,17,,2025-10-21,"David Cirillo",12,"Lisa LaFontant",718-996-3800,llafontant@schools.nyc.gov
B16J-00723,FRX,"5800 Tilden Avenue","It Takes a Village Academy",18-K-563,K415,,N,Brooklyn,11203,,No,Yes,"2016-12-07 14:00:28",No,No,No,"Outside Room 331A",2026-07-01,2026-07-01,key,N,2029-06-01,2020-07-01,,,17,15,"AED Marked Unavailable 
",2025-12-10,,12,"Jill DeSiano",718-629-2307,JDesian@schools.nyc.gov
B16J-00724,FRX,"2400 Linden Boulevard","Pathways to Graduation @ Alpha School - Center for Progressive Living, Inc.",79-Q-950,,,N,Brooklyn,11208,,No,Yes,"2016-11-16 14:20:23",No,No,No,"2ND Floor Inside Lounge",2026-05-01,2026-07-01,key,N,2028-05-01,2023-04-01,,,40,23,,2025-12-04,"Rodney Riddick",1,"Janet Brown-Anderson",6469195367,Jbrownanderson@schools.nyc.gov
B16J-00725,FRX,"2781 Pitkin Avenue","P.S. 159 Isaac Pitkin",19-K-159,K851,5,N,Brooklyn,11208,,No,Yes,"2016-11-07 15:28:12",No,No,No,"ANNEX MAIN ENTRANCE",2026-01-01,2026-01-01,,N,2028-12-01,2024-03-01,,,39,18,,2025-11-25,"Rodney Riddick",11,"Carla Jennings",718-277-4828,cjennings3@schools.nyc.gov
B16J-00726,FRX,"8010 12 Avenue","I.S. 201 The Madeleine Brennan School",20-K-201,K201,7,N,Brooklyn,11228,,No,Yes,"2016-12-07 13:08:26",No,No,No,"5th flr outside RM 514",2028-04-01,2026-01-01,key,N,2027-10-01,2022-06-01,,,40,22,,2025-12-22,,12,"Heather Tardugno","718 833-9363",htardug@schools.nyc.gov
B16J-05742,FRX,"74-20 Common Wealth Boulevard","Queens High School of Teaching, Liberal Arts and the Sciences",26-Q-566,,,N,Bellerose,11426,,No,Yes,"2018-06-13 15:27:39",No,No,No,PSAL,2024-03-01,2024-07-01,,N,2027-10-01,2022-02-01,,,37,43,"Accidentally marked Status Indicator. UNIT NOT SEEN. - 05/03/18 (Steve Rizzo)
Out with Coach: 2019-05-13 11:17:55
AED Marked Unavailable 
",2023-10-31,"Pier Campbell",16,"Anthony Abicca",,aabicca@schools.nyc.gov
B16J-06171,FRX,"226 Bristol Street","Legacy Leadership High School",23-K-697,K175,5,N,Brooklyn,11212,,No,Yes,"2016-12-01 10:46:07",No,No,No,"Main Entrance By School Safety",2026-07-01,2026-07-01,key,N,2026-03-01,2022-03-01,,,24,21,,2025-09-25,"Rodney Riddick",10,"Felina Backer",718-240-1930,fbacker2@schools.nyc.gov
B16J-06173,FRX,"130 Rochester Avenue","P.S. 335 Granville T. Woods",16-K-335,K335,8,N,Brooklyn,11213,,No,Yes,"2016-12-01 09:49:24",No,No,No,"Main Entrance By School Safety",2028-04-01,2026-07-01,key,N,2022-01-01,2018-11-01,,,33,19,,2026-02-27,,6,"Dedria Lacy",718-493-7736,dlacy@schools.nyc.gov
B16J-06174,FRX,"144 East 128 Street","P.S. 030 Hernandez/Hughes",05-M-030,M030,10,N,"New York",10035,,No,Yes,"2016-12-13 10:35:26",No,No,No,"Outside Rm 327",2026-07-01,2026-02-01,key,N,2028-05-01,2023-06-01,,,30,23,,2025-12-19,"Peter Shikar",0,"Leonna  Austin",212-876-1825,LAustin3@schools.nyc.gov
B16J-06175,FRX,"150 Albany Avenue","Pathways in Technology Early College High School (P-Tech)",17-K-122,K625,,N,Brooklyn,11213,,No,Yes,"2016-12-01 10:10:20",No,No,No,"Main Entrance By School Safety",2028-05-01,2026-01-01,key,N,2028-05-01,2023-01-01,,,20,18,,2026-01-21,,8,"Harold Israel",718-221-1593,hisrael@schools.nyc.gov
B16J-06176,FRX,"475 Nostrand Avenue","School of Adult and Continuing Education - Central Office (K743)",79-K-755,K743,,N,Brooklyn,11216,,No,Yes,"2016-12-15 10:39:31",No,No,No,"Outside Room 300",2028-03-01,2028-03-01,key,N,2024-01-01,2019-01-01,,,29,11,,2026-01-07,"Rodney Riddick",0,"patrick cravillion",718-638-2635,"pcravillion@schools.nyc.gov "
B16J-06177,FRX,"3000 Avenue X","Origins High School",22-K-611,,FJMEC,N,Brooklyn,11235,,No,Yes,"2016-12-20 11:46:09",No,No,No,PSAL,2026-01-01,2026-01-01,,N,2028-05-01,2023-01-01,,,17,19,"Out with Coach: 2017-03-21 13:06:46
Out with Coach: 2017-04-04 11:13:18
Out with Coach: 2018-03-06 12:17:14
Out with Coach: 2018-11-30 13:21:31
AED Marked Unavailable 

Out with Coach: 2025-12-10 11:55:17",2025-05-21,,6,"David DeCamp",,ddecamp@schools.nyc.gov
B16J-06178,FRX,"11-11 Hazen Street","East River Academy @ RNDC - Main (service call only)",79-Q-344,,ERIVER,N,"East Elmhurst",11370,,No,Yes,"2017-03-22 10:39:18",No,No,No,"RNDC Main School Staff Lounge",2026-07-01,2026-07-01,,N,2026-03-01,,,,4,14,,2024-07-29,"Peter Shikar",6,"Joanne Mitchell",718-546-4651,jmitchell5@schools.nyc.gov
B16J-06179,FRX,"1010 Rev. J. A. Polite Avenue","Bronx Regional High School",12-X-480,X401,,N,Bronx,10459,,No,Yes,"2017-01-03 13:41:49",No,No,No,"Main Lobby - 4th Floor",2026-07-01,2026-07-01,key,N,2028-05-01,2022-11-01,,,29,23,,2025-11-12,"Kevin Kelly",6,"Colin Thomas","(718) 991-2020",cthomas@schools.nyc.gov
B16J-06180,FRX,"3000 Avenue X","Origins High School",22-K-611,,FJMEC,N,Brooklyn,11235,,No,Yes,"2016-12-20 11:46:39",No,No,No,PSAL,2026-01-01,2026-01-01,,N,2028-05-01,2023-01-01,,,17,19,"Out with Coach: 2017-03-21 13:06:46
Out with Coach: 2018-03-06 12:17:14
AED Marked Unavailable 

Out with Coach: 2025-12-10 11:55:17",2025-05-21,,6,"David DeCamp",,ddecamp@schools.nyc.gov
B16J-06181,FRX,"1700 Fulton Street","Boys And Girls High School",16-K-455,K455,8,N,Brooklyn,11213,,No,Yes,"2016-12-02 16:17:04",No,No,No,"Second Floor Hallway Outside Room --212",2028-04-01,2026-07-01,key,N,2024-01-01,2025-01-01,,,32,29,"wall cabinet missing glass 11.22.19 Gaby
Out with Coach: 2021-01-20 09:22:19",2025-12-17,,15,"Clive Harding",,CHarding4@schools.nyc.gov
B16J-06182,FRX,"985 Rockaway Avenue","Kappa V (Knowledge and Power Preparatory Academy)",23-K-518,K275,5,N,Brooklyn,11212,,No,Yes,"2016-12-01 10:55:12",No,No,No,"Main Entrance, next to School Safety",2026-01-01,2026-01-01,key,N,2028-05-01,2020-07-01,,,29,15,,2025-11-03,"Rodney Riddick",1,"Elisha Boyd",718-922-4690,EBoyd@schools.nyc.gov
B16J-06183,FRX,"11-11 Hazen Street","East River Academy @ RNDC - Main (service call only)",79-Q-344,,ERIVER,N,"East Elmhurst",11370,,No,Yes,"2017-03-22 10:39:19",No,No,No,"RNDC Module 9 A Station",2026-07-01,2026-07-01,2026-07-01,N,2029-08-01,2024-07-01,,,4,14,,2024-07-29,"Peter Shikar",6,"Joanne Mitchell",718-546-4651,jmitchell5@schools.nyc.gov
B16J-06184,FRX,"101 Belmont Place ","Ralph R. McKee Career and Technical Education High School",31-R-600,R600,7,N,"Staten Island",10301,,No,Yes,"2017-06-15 13:56:57",No,No,No,"Basement Outside Room B5",2028-03-01,2028-03-01,key,N,2028-05-01,2023-10-01,,,31,20,,2026-01-15,"David Cirillo",15,"Joanna Falkenhainer",718-420-2600,jFalkenhainer@schools.nyc.gov
B16J-06185,FRX,"273 Newport Street","P.S. 184 Newport",23-K-184,K184,5,N,Brooklyn,11212,"5th floor",No,Yes,"2016-11-29 11:00:53",No,No,No,"outside room 506",2026-07-01,2026-07-01,key,N,2026-03-01,2026-03-01,,,35,19,"both cabs need new batteries.  advised school to change nine volt batteries -4.11.19",2025-11-03,"Rodney Riddick",9,"Paul Fyffe",718-495-7776,PFyffe@schools.nyc.gov
B16J-06186,FRX,"32-02 Junction Boulevard","I.S. 227 Louis Armstrong",30-Q-227,Q227,4,N,"East Elmhurst",11369,,No,Yes,"2017-03-29 12:57:44",No,No,No,"Outside Room 430",2026-05-01,2026-05-01,key,N,2022-07-01,2022-07-01,,,34,26,,2025-11-07,"Steve Rizzo",8,"Jackie Exarhos","(718) 335-7500",jexarhos@schools.nyc.gov
B16J-06188,FRX,"105-25 Horace Harding Expy N","High School for Arts and Business",24-Q-550,,4,N,Queens,11368,,No,Yes,"2017-03-29 09:39:57",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2028-05-01,2022-05-01,,,32,25,"PSAL Unit Needs Hard Case. - 04/13/18 (Dan Ermert)",2026-01-12,"Steve Rizzo",18,"Kert Fernandez","718-271-8383, x126",kfernan@schools.nyc.gov
B16J-06189,FRX,"3000 Avenue X","Origins High School",22-K-611,K495,FJMEC,N,Brooklyn,11235,,No,Yes,"2016-12-20 11:47:07",No,No,No,"Outside Room 217",2028-04-01,2026-01-01,key,N,2025-03-01,2022-01-01,,,17,19,,2025-12-10,,6,"David DeCamp",,ddecamp@schools.nyc.gov
B16J-06200,FRX,"475 Nostrand Avenue","School of Adult and Continuing Education - Central Office (K743)",79-K-755,K743,,N,Brooklyn,11216,,No,Yes,"2016-12-15 10:39:35",No,No,No,"Outside Room 202",2028-03-01,2028-03-01,key,N,2024-01-01,2019-01-01,,,29,11,,2026-01-07,"Rodney Riddick",0,"patrick cravillion",718-638-2635,"pcravillion@schools.nyc.gov "
B16J-06317,FRX,"1396 Broadway","Brooklyn High School for Law and Technology",16-K-498,,8,N,Brooklyn,11221,,No,Yes,"2016-11-28 16:56:13",No,No,No,PSAL,2026-05-01,2026-05-01,,N,2022-07-01,2022-07-01,,,36,27,"Unit NOT seen -- pads updated in error. - 12/14/18 (Sergio Claudio)
AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2026-01-12 11:59:21",2025-03-05,,10,"Michael Lloyd ",6462401575,mlloyd4@schools.nyc.gov
B16J-06318,FRX,"30-15 29 Street","Academy for New Americans",30-Q-235,Q234,4,N,Astoria,11102,,No,Yes,"2017-01-30 12:27:31",No,No,No,"4th Floor by Elevator",2026-02-01,2026-02-01,key,N,2028-05-01,2023-06-01,,,13,7,,2025-09-11,"Peter Shikar",6,"Cynthia Gallegos",,cgallegos2@schools.nyc.gov
B16J-06319,FRX,"850 Grand Street","PROGRESS High School for Professional Careers",14-K-474,K450,8,N,Brooklyn,11211,,No,Yes,"2016-11-18 13:51:19",No,No,No,"Outside Room 134",2026-07-01,2026-07-01,key,N,2028-08-01,2023-09-01,,,36,34,"9/27/223 - Instructor replaced battery of chirping AED
AED Not Available (no wall cabinet present). May be being used as a PSAL. - 05/01/18 (Dan Ermert)
AED Marked Unavailable 
Unit not previously seen at drill (was inside cafeteria office). Advised to have aed moved to outside rm 157 (wall cab should be addressed Johnny Chavez). - 06/20/18 (Dan Ermert)
currently in cafeteria. needs to be moved outside cafe b near room 134 - 09/21/18 (Dan Ermert)
aed is outside 134
wall cab alarm malfunctions. new cab and cab keys should be addressed to Ted Smith (custodian)-4.09.19",2026-01-30,"Jonathan Cruz",11,"Johnny Chavez",3472316178,jchavez3@schools.nyc.gov
B16J-06323,FRX,"3560 Webster Avenue","Rose Hill Pre-K Center at 3560 Webster Avenue (X373)",10-X-535,X373,D10PREK,N,Bronx,10467,,No,Yes,"2017-09-29 14:05:28",No,No,No,"Main Entrance",2026-07-01,2026-07-01,key,N,2022-07-01,,,,22,21,,2025-10-30,"Damian Carrera",7,"Nicole Crane",718-920-0680,mcranea@schools.nyc.gov
